auction_id,license,market,market_name,category,bidder,frn,bidding_credit_type,bidding_credit,gross_license_price,net_license_price,effective_bidding_credit
108,D01015-2,AL-015,Calhoun,C2,T-Mobile License LLC,0001565449,,0,30000,30000,0.0
108,D01015-3,AL-015,Calhoun,C3,T-Mobile License LLC,0001565449,,0,10000,10000,0.0
108,D01019-1,AL-019,Cherokee,C1,T-Mobile License LLC,0001565449,,0,7000,7000,0.0
108,D01019-2,AL-019,Cherokee,C2,T-Mobile License LLC,0001565449,,0,7000,7000,0.0
108,D01019-3,AL-019,Cherokee,C3,T-Mobile License LLC,0001565449,,0,2000,2000,0.0
108,D01021-1,AL-021,Chilton,C1,T-Mobile License LLC,0001565449,,0,10000,10000,0.0
108,D01021-2,AL-021,Chilton,C2,T-Mobile License LLC,0001565449,,0,10000,10000,0.0
108,D01021-3,AL-021,Chilton,C3,T-Mobile License LLC,0001565449,,0,15000,15000,0.0
108,D01023-1,AL-023,Choctaw,C1,T-Mobile License LLC,0001565449,,0,4000,4000,0.0
108,D01023-2,AL-023,Choctaw,C2,T-Mobile License LLC,0001565449,,0,4000,4000,0.0
108,D01023-3,AL-023,Choctaw,C3,T-Mobile License LLC,0001565449,,0,1000,1000,0.0
108,D01025-1,AL-025,Clarke,C1,T-Mobile License LLC,0001565449,,0,7000,7000,0.0
108,D01025-2,AL-025,Clarke,C2,T-Mobile License LLC,0001565449,,0,7000,7000,0.0
108,D01025-3,AL-025,Clarke,C3,T-Mobile License LLC,0001565449,,0,7200,7200,0.0
108,D01027-1,AL-027,Clay,C1,T-Mobile License LLC,0001565449,,0,4000,4000,0.0
108,D01027-2,AL-027,Clay,C2,T-Mobile License LLC,0001565449,,0,4000,4000,0.0
108,D01027-3,AL-027,Clay,C3,T-Mobile License LLC,0001565449,,0,4100,4100,0.0
108,D01031-1,AL-031,Coffee,C1,T-Mobile License LLC,0001565449,,0,27000,27000,0.0
108,D01031-2,AL-031,Coffee,C2,T-Mobile License LLC,0001565449,,0,63000,63000,0.0
108,D01031-3,AL-031,Coffee,C3,T-Mobile License LLC,0001565449,,0,15000,15000,0.0
108,D01035-1,AL-035,Conecuh,C1,T-Mobile License LLC,0001565449,,0,4600,4600,0.0
108,D01035-2,AL-035,Conecuh,C2,T-Mobile License LLC,0001565449,,0,11000,11000,0.0
108,D01035-3,AL-035,Conecuh,C3,T-Mobile License LLC,0001565449,,0,4100,4100,0.0
108,D01037-1,AL-037,Coosa,C1,T-Mobile License LLC,0001565449,,0,3000,3000,0.0
108,D01037-2,AL-037,Coosa,C2,T-Mobile License LLC,0001565449,,0,3000,3000,0.0
108,D01037-3,AL-037,Coosa,C3,T-Mobile License LLC,0001565449,,0,4100,4100,0.0
108,D01039-1,AL-039,Covington,C1,T-Mobile License LLC,0001565449,,0,17000,17000,0.0
108,D01039-2,AL-039,Covington,C2,T-Mobile License LLC,0001565449,,0,41000,41000,0.0
108,D01039-3,AL-039,Covington,C3,T-Mobile License LLC,0001565449,,0,11000,11000,0.0
108,D01041-1,AL-041,Crenshaw,C1,T-Mobile License LLC,0001565449,,0,6000,6000,0.0
108,D01041-2,AL-041,Crenshaw,C2,T-Mobile License LLC,0001565449,,0,15000,15000,0.0
108,D01041-3,AL-041,Crenshaw,C3,T-Mobile License LLC,0001565449,,0,4100,4100,0.0
108,D01043-1,AL-043,Cullman,C1,T-Mobile License LLC,0001565449,,0,31000,31000,0.0
108,D01043-2,AL-043,Cullman,C2,T-Mobile License LLC,0001565449,,0,31000,31000,0.0
108,D01043-3,AL-043,Cullman,C3,T-Mobile License LLC,0001565449,,0,30000,30000,0.0
108,D01045-1,AL-045,Dale,C1,T-Mobile License LLC,0001565449,,0,17000,17000,0.0
108,D01045-2,AL-045,Dale,C2,T-Mobile License LLC,0001565449,,0,17000,17000,0.0
108,D01045-3,AL-045,Dale,C3,T-Mobile License LLC,0001565449,,0,15000,15000,0.0
108,D01047-1,AL-047,Dallas,C1,T-Mobile License LLC,0001565449,,0,170000,170000,0.0
108,D01047-2,AL-047,Dallas,C2,T-Mobile License LLC,0001565449,,0,115000,115000,0.0
108,D01047-3,AL-047,Dallas,C3,T-Mobile License LLC,0001565449,,0,101000,101000,0.0
108,D01049-1,AL-049,DeKalb,C1,T-Mobile License LLC,0001565449,,0,31000,31000,0.0
108,D01049-2,AL-049,DeKalb,C2,T-Mobile License LLC,0001565449,,0,31000,31000,0.0
108,D01049-3,AL-049,DeKalb,C3,T-Mobile License LLC,0001565449,,0,30000,30000,0.0
108,D01051-1,AL-051,Elmore,C1,T-Mobile License LLC,0001565449,,0,31000,31000,0.0
108,D01051-2,AL-051,Elmore,C2,T-Mobile License LLC,0001565449,,0,31000,31000,0.0
108,D01051-3,AL-051,Elmore,C3,T-Mobile License LLC,0001565449,,0,30000,30000,0.0
108,D01053-1,AL-053,Escambia,C1,T-Mobile License LLC,0001565449,,0,10000,10000,0.0
108,D01053-2,AL-053,Escambia,C2,T-Mobile License LLC,0001565449,,0,10000,10000,0.0
108,D01053-3,AL-053,Escambia,C3,T-Mobile License LLC,0001565449,,0,3000,3000,0.0
108,D01055-2,AL-055,Etowah,C2,T-Mobile License LLC,0001565449,,0,30000,30000,0.0
108,D01055-3,AL-055,Etowah,C3,T-Mobile License LLC,0001565449,,0,10000,10000,0.0
108,D01057-1,AL-057,Fayette,C1,T-Mobile License LLC,0001565449,,0,5000,5000,0.0
108,D01057-2,AL-057,Fayette,C2,T-Mobile License LLC,0001565449,,0,5000,5000,0.0
108,D01059-1,AL-059,Franklin,C1,T-Mobile License LLC,0001565449,,0,9000,9000,0.0
108,D01059-2,AL-059,Franklin,C2,T-Mobile License LLC,0001565449,,0,9000,9000,0.0
108,D01061-1,AL-061,Geneva,C1,T-Mobile License LLC,0001565449,,0,8000,8000,0.0
108,D01061-2,AL-061,Geneva,C2,T-Mobile License LLC,0001565449,,0,8000,8000,0.0
108,D01061-3,AL-061,Geneva,C3,T-Mobile License LLC,0001565449,,0,2000,2000,0.0
108,D01063-1,AL-063,Greene,C1,North American Catholic Educational Programming Fd,0006686018,Small Business,25,16900,12675,25.0
108,D01063-2,AL-063,Greene,C2,T-Mobile License LLC,0001565449,,0,57000,57000,0.0
108,D01063-3,AL-063,Greene,C3,T-Mobile License LLC,0001565449,,0,46000,46000,0.0
108,D01065-1,AL-065,Hale,C1,T-Mobile License LLC,0001565449,,0,4000,4000,0.0
108,D01065-2,AL-065,Hale,C2,T-Mobile License LLC,0001565449,,0,4000,4000,0.0
108,D01067-1,AL-067,Henry,C1,T-Mobile License LLC,0001565449,,0,5000,5000,0.0
108,D01067-2,AL-067,Henry,C2,T-Mobile License LLC,0001565449,,0,5000,5000,0.0
108,D01067-3,AL-067,Henry,C3,T-Mobile License LLC,0001565449,,0,4100,4100,0.0
108,D01069-1,AL-069,Houston,C1,T-Mobile License LLC,0001565449,,0,30000,30000,0.0
108,D01069-2,AL-069,Houston,C2,T-Mobile License LLC,0001565449,,0,30000,30000,0.0
108,D01069-3,AL-069,Houston,C3,T-Mobile License LLC,0001565449,,0,10000,10000,0.0
108,D01071-1,AL-071,Jackson,C1,T-Mobile License LLC,0001565449,,0,154000,154000,0.0
108,D01071-2,AL-071,Jackson,C2,T-Mobile License LLC,0001565449,,0,250000,250000,0.0
108,D01071-3,AL-071,Jackson,C3,T-Mobile License LLC,0001565449,,0,21000,21000,0.0
108,D01073-1,AL-073,Jefferson,C1,T-Mobile License LLC,0001565449,,0,100000,100000,0.0
108,D01073-2,AL-073,Jefferson,C2,T-Mobile License LLC,0001565449,,0,100000,100000,0.0
108,D01073-3,AL-073,Jefferson,C3,T-Mobile License LLC,0001565449,,0,60000,60000,0.0
108,D01075-1,AL-075,Lamar,C1,T-Mobile License LLC,0001565449,,0,4000,4000,0.0
108,D01075-2,AL-075,Lamar,C2,T-Mobile License LLC,0001565449,,0,4000,4000,0.0
108,D01075-3,AL-075,Lamar,C3,T-Mobile License LLC,0001565449,,0,1000,1000,0.0
108,D01077-1,AL-077,Lauderdale,C1,T-Mobile License LLC,0001565449,,0,20000,20000,0.0
108,D01077-2,AL-077,Lauderdale,C2,T-Mobile License LLC,0001565449,,0,20000,20000,0.0
108,D01077-3,AL-077,Lauderdale,C3,T-Mobile License LLC,0001565449,,0,9000,9000,0.0
108,D01079-1,AL-079,Lawrence,C1,T-Mobile License LLC,0001565449,,0,10000,10000,0.0
108,D01079-2,AL-079,Lawrence,C2,T-Mobile License LLC,0001565449,,0,10000,10000,0.0
108,D01079-3,AL-079,Lawrence,C3,T-Mobile License LLC,0001565449,,0,3000,3000,0.0
108,D01083-2,AL-083,Limestone,C2,T-Mobile License LLC,0001565449,,0,20000,20000,0.0
108,D01085-1,AL-085,Lowndes,C1,T-Mobile License LLC,0001565449,,0,3000,3000,0.0
108,D01085-2,AL-085,Lowndes,C2,T-Mobile License LLC,0001565449,,0,3000,3000,0.0
108,D01085-3,AL-085,Lowndes,C3,T-Mobile License LLC,0001565449,,0,4100,4100,0.0
108,D01087-1,AL-087,Macon,C1,T-Mobile License LLC,0001565449,,0,6000,6000,0.0
108,D01087-2,AL-087,Macon,C2,T-Mobile License LLC,0001565449,,0,6000,6000,0.0
108,D01087-3,AL-087,Macon,C3,T-Mobile License LLC,0001565449,,0,2000,2000,0.0
108,D01091-1,AL-091,Marengo,C1,T-Mobile License LLC,0001565449,,0,6000,6000,0.0
108,D01091-2,AL-091,Marengo,C2,T-Mobile License LLC,0001565449,,0,6000,6000,0.0
108,D01093-1,AL-093,Marion,C1,T-Mobile License LLC,0001565449,,0,9000,9000,0.0
108,D01093-2,AL-093,Marion,C2,T-Mobile License LLC,0001565449,,0,9000,9000,0.0
108,D01093-3,AL-093,Marion,C3,T-Mobile License LLC,0001565449,,0,3000,3000,0.0
108,D01095-1,AL-095,Marshall,C1,T-Mobile License LLC,0001565449,,0,31000,31000,0.0
108,D01095-2,AL-095,Marshall,C2,T-Mobile License LLC,0001565449,,0,31000,31000,0.0
108,D01095-3,AL-095,Marshall,C3,T-Mobile License LLC,0001565449,,0,37000,37000,0.0
108,D01097-1,AL-097,Mobile,C1,T-Mobile License LLC,0001565449,,0,264000,264000,0.0
108,D01097-2,AL-097,Mobile,C2,T-Mobile License LLC,0001565449,,0,501000,501000,0.0
108,D01097-3,AL-097,Mobile,C3,T-Mobile License LLC,0001565449,,0,220000,220000,0.0
108,D01099-1,AL-099,Monroe,C1,T-Mobile License LLC,0001565449,,0,9000,9000,0.0
108,D01099-2,AL-099,Monroe,C2,T-Mobile License LLC,0001565449,,0,24000,24000,0.0
108,D01099-3,AL-099,Monroe,C3,T-Mobile License LLC,0001565449,,0,7200,7200,0.0
108,D01101-1,AL-101,Montgomery,C1,T-Mobile License LLC,0001565449,,0,90000,90000,0.0
108,D01101-2,AL-101,Montgomery,C2,T-Mobile License LLC,0001565449,,0,90000,90000,0.0
108,D01101-3,AL-101,Montgomery,C3,T-Mobile License LLC,0001565449,,0,107000,107000,0.0
108,D01103-1,AL-103,Morgan,C1,T-Mobile License LLC,0001565449,,0,30000,30000,0.0
108,D01103-2,AL-103,Morgan,C2,T-Mobile License LLC,0001565449,,0,30000,30000,0.0
108,D01103-3,AL-103,Morgan,C3,T-Mobile License LLC,0001565449,,0,10000,10000,0.0
108,D01105-1,AL-105,Perry,C1,T-Mobile License LLC,0001565449,,0,3000,3000,0.0
108,D01105-2,AL-105,Perry,C2,T-Mobile License LLC,0001565449,,0,3000,3000,0.0
108,D01105-3,AL-105,Perry,C3,T-Mobile License LLC,0001565449,,0,1000,1000,0.0
108,D01107-1,AL-107,Pickens,C1,T-Mobile License LLC,0001565449,,0,5000,5000,0.0
108,D01107-2,AL-107,Pickens,C2,T-Mobile License LLC,0001565449,,0,5000,5000,0.0
108,D01107-3,AL-107,Pickens,C3,T-Mobile License LLC,0001565449,,0,1000,1000,0.0
108,D01109-1,AL-109,Pike,C1,T-Mobile License LLC,0001565449,,0,15000,15000,0.0
108,D01109-2,AL-109,Pike,C2,T-Mobile License LLC,0001565449,,0,37000,37000,0.0
108,D01109-3,AL-109,Pike,C3,T-Mobile License LLC,0001565449,,0,11000,11000,0.0
108,D01111-1,AL-111,Randolph,C1,T-Mobile License LLC,0001565449,,0,6000,6000,0.0
108,D01111-2,AL-111,Randolph,C2,T-Mobile License LLC,0001565449,,0,6000,6000,0.0
108,D01111-3,AL-111,Randolph,C3,T-Mobile License LLC,0001565449,,0,2000,2000,0.0
108,D01115-2,AL-115,St. Clair,C2,T-Mobile License LLC,0001565449,,0,20000,20000,0.0
108,D01115-3,AL-115,St. Clair,C3,T-Mobile License LLC,0001565449,,0,24000,24000,0.0
108,D01117-1,AL-117,Shelby,C1,T-Mobile License LLC,0001565449,,0,50000,50000,0.0
108,D01117-2,AL-117,Shelby,C2,T-Mobile License LLC,0001565449,,0,50000,50000,0.0
108,D01117-3,AL-117,Shelby,C3,T-Mobile License LLC,0001565449,,0,10000,10000,0.0
108,D01119-1,AL-119,Sumter,C1,T-Mobile License LLC,0001565449,,0,4000,4000,0.0
108,D01119-2,AL-119,Sumter,C2,T-Mobile License LLC,0001565449,,0,4000,4000,0.0
108,D01119-3,AL-119,Sumter,C3,T-Mobile License LLC,0001565449,,0,1000,1000,0.0
108,D01121-1,AL-121,Talladega,C1,T-Mobile License LLC,0001565449,,0,31000,31000,0.0
108,D01121-2,AL-121,Talladega,C2,T-Mobile License LLC,0001565449,,0,31000,31000,0.0
108,D01121-3,AL-121,Talladega,C3,T-Mobile License LLC,0001565449,,0,33000,33000,0.0
108,D01123-1,AL-123,Tallapoosa,C1,T-Mobile License LLC,0001565449,,0,10000,10000,0.0
108,D01123-2,AL-123,Tallapoosa,C2,T-Mobile License LLC,0001565449,,0,10000,10000,0.0
108,D01123-3,AL-123,Tallapoosa,C3,T-Mobile License LLC,0001565449,,0,4000,4000,0.0
108,D01125-1,AL-125,Tuscaloosa,C1,T-Mobile License LLC,0001565449,,0,50000,50000,0.0
108,D01125-2,AL-125,Tuscaloosa,C2,T-Mobile License LLC,0001565449,,0,75000,75000,0.0
108,D01127-1,AL-127,Walker,C1,T-Mobile License LLC,0001565449,,0,31000,31000,0.0
108,D01127-2,AL-127,Walker,C2,T-Mobile License LLC,0001565449,,0,31000,31000,0.0
108,D01129-1,AL-129,Washington,C1,T-Mobile License LLC,0001565449,,0,5000,5000,0.0
108,D01129-2,AL-129,Washington,C2,T-Mobile License LLC,0001565449,,0,5000,5000,0.0
108,D01129-3,AL-129,Washington,C3,T-Mobile License LLC,0001565449,,0,4100,4100,0.0
108,D01131-1,AL-131,Wilcox,C1,T-Mobile License LLC,0001565449,,0,3000,3000,0.0
108,D01131-2,AL-131,Wilcox,C2,T-Mobile License LLC,0001565449,,0,3000,3000,0.0
108,D01131-3,AL-131,Wilcox,C3,T-Mobile License LLC,0001565449,,0,4100,4100,0.0
108,D01133-1,AL-133,Winston,C1,T-Mobile License LLC,0001565449,,0,7000,7000,0.0
108,D01133-2,AL-133,Winston,C2,T-Mobile License LLC,0001565449,,0,7000,7000,0.0
108,D01133-3,AL-133,Winston,C3,T-Mobile License LLC,0001565449,,0,2000,2000,0.0
108,D02070-1,AK-070,Dillingham,C1,"Arctic Slope Telephone Association Cooperative, In",0001570936,Rural,15,1000,850,15.0
108,D02070-2,AK-070,Dillingham,C2,"Arctic Slope Telephone Association Cooperative, In",0001570936,Rural,15,1000,850,15.0
108,D02070-3,AK-070,Dillingham,C3,"Arctic Slope Telephone Association Cooperative, In",0001570936,Rural,15,500,425,15.0
108,D02090-1,AK-090,Fairbanks North Star,C1,Cellco Partnership,0003290673,,0,20000,20000,0.0
108,D02090-2,AK-090,Fairbanks North Star,C2,Cellco Partnership,0003290673,,0,20000,20000,0.0
108,D02110-1,AK-110,Juneau,C1,T-Mobile License LLC,0001565449,,0,9000,9000,0.0
108,D02110-2,AK-110,Juneau,C2,T-Mobile License LLC,0001565449,,0,9000,9000,0.0
108,D02110-3,AK-110,Juneau,C3,T-Mobile License LLC,0001565449,,0,3000,3000,0.0
108,D02122-1,AK-122,Kenai Peninsula,C1,North American Catholic Educational Programming Fd,0006686018,Small Business,25,94000,70500,25.0
108,D02122-2,AK-122,Kenai Peninsula,C2,North American Catholic Educational Programming Fd,0006686018,Small Business,25,41100,30825,25.0
108,D02122-3,AK-122,Kenai Peninsula,C3,North American Catholic Educational Programming Fd,0006686018,Small Business,25,21100,15825,25.0
108,D02130-1,AK-130,Ketchikan Gateway,C1,City of ketchikan d/b/a Ketchikan Public Utilities,0004325148,Rural,15,15000,12750,15.0
108,D02130-2,AK-130,Ketchikan Gateway,C2,City of ketchikan d/b/a Ketchikan Public Utilities,0004325148,Rural,15,51000,43350,15.0
108,D02130-3,AK-130,Ketchikan Gateway,C3,City of ketchikan d/b/a Ketchikan Public Utilities,0004325148,Rural,15,15000,12750,15.0
108,D02170-1,AK-170,Matanuska-Susitna,C1,T-Mobile License LLC,0001565449,,0,31000,31000,0.0
108,D02170-2,AK-170,Matanuska-Susitna,C2,T-Mobile License LLC,0001565449,,0,31000,31000,0.0
108,D02170-3,AK-170,Matanuska-Susitna,C3,T-Mobile License LLC,0001565449,,0,8000,8000,0.0
108,D02180-1,AK-180,Nome,C1,"Arctic Slope Telephone Association Cooperative, In",0001570936,Rural,15,2000,1700,15.0
108,D02180-2,AK-180,Nome,C2,"Arctic Slope Telephone Association Cooperative, In",0001570936,Rural,15,2000,1700,15.0
108,D02180-3,AK-180,Nome,C3,"Arctic Slope Telephone Association Cooperative, In",0001570936,Rural,15,900,765,15.0
108,D02240-1,AK-240,Southeast Fairbanks,C1,"Copper Valley Wireless, LLC",0022505283,Rural,15,2000,1700,15.0
108,D02240-2,AK-240,Southeast Fairbanks,C2,"Copper Valley Wireless, LLC",0022505283,Rural,15,2000,1700,15.0
108,D02240-3,AK-240,Southeast Fairbanks,C3,"Copper Valley Wireless, LLC",0022505283,Rural,15,600,510,15.0
108,D02261-1,AK-261,Valdez-Cordova,C1,"Copper Valley Wireless, LLC",0022505283,Rural,15,4300,3655,15.0
108,D02261-2,AK-261,Valdez-Cordova,C2,"Copper Valley Wireless, LLC",0022505283,Rural,15,4300,3655,15.0
108,D02261-3,AK-261,Valdez-Cordova,C3,"Copper Valley Wireless, LLC",0022505283,Rural,15,2100,1785,15.0
108,D02282-1,AK-282,Yakutat,C1,"Cordova Telephone Cooperative, Inc.",0001571181,Small Business,25,500,375,25.0
108,D02282-2,AK-282,Yakutat,C2,"Cordova Telephone Cooperative, Inc.",0001571181,Small Business,25,500,375,25.0
108,D02282-3,AK-282,Yakutat,C3,"Cordova Telephone Cooperative, Inc.",0001571181,Small Business,25,500,375,25.0
108,D04001-1,AZ-001,Apache,C1,T-Mobile License LLC,0001565449,,0,818000,818000,0.0
108,D04001-2,AZ-001,Apache,C2,"Smith Bagley, Inc.",0002154706,Rural,15,990000,841500,15.0
108,D04001-3,AZ-001,Apache,C3,"Smith Bagley, Inc.",0002154706,Rural,15,250000,212500,15.0
108,D04003-1,AZ-003,Cochise,C1,T-Mobile License LLC,0001565449,,0,46000,46000,0.0
108,D04003-2,AZ-003,Cochise,C2,T-Mobile License LLC,0001565449,,0,46000,46000,0.0
108,D04003-3,AZ-003,Cochise,C3,T-Mobile License LLC,0001565449,,0,10000,10000,0.0
108,D04005-1,AZ-005,Coconino,C1,T-Mobile License LLC,0001565449,,0,262000,262000,0.0
108,D04005-2,AZ-005,Coconino,C2,T-Mobile License LLC,0001565449,,0,262000,262000,0.0
108,D04005-3,AZ-005,Coconino,C3,T-Mobile License LLC,0001565449,,0,10000,10000,0.0
108,D04007-1,AZ-007,Gila,C1,T-Mobile License LLC,0001565449,,0,17000,17000,0.0
108,D04007-2,AZ-007,Gila,C2,T-Mobile License LLC,0001565449,,0,17000,17000,0.0
108,D04007-3,AZ-007,Gila,C3,T-Mobile License LLC,0001565449,,0,5000,5000,0.0
108,D04009-1,AZ-009,Graham,C1,T-Mobile License LLC,0001565449,,0,10000,10000,0.0
108,D04009-2,AZ-009,Graham,C2,T-Mobile License LLC,0001565449,,0,10000,10000,0.0
108,D04009-3,AZ-009,Graham,C3,T-Mobile License LLC,0001565449,,0,3000,3000,0.0
108,D04011-1,AZ-011,Greenlee,C1,T-Mobile License LLC,0001565449,,0,2000,2000,0.0
108,D04011-2,AZ-011,Greenlee,C2,T-Mobile License LLC,0001565449,,0,2000,2000,0.0
108,D04011-3,AZ-011,Greenlee,C3,T-Mobile License LLC,0001565449,,0,800,800,0.0
108,D04012-1,AZ-012,La Paz,C1,T-Mobile License LLC,0001565449,,0,21000,21000,0.0
108,D04012-2,AZ-012,La Paz,C2,T-Mobile License LLC,0001565449,,0,9000,9000,0.0
108,D04012-3,AZ-012,La Paz,C3,T-Mobile License LLC,0001565449,,0,2000,2000,0.0
108,D04013-1,AZ-013,Maricopa,C1,Cellco Partnership,0003290673,,0,1100000,1100000,0.0
108,D04013-2,AZ-013,Maricopa,C2,T-Mobile License LLC,0001565449,,0,1100000,1100000,0.0
108,D04013-3,AZ-013,Maricopa,C3,T-Mobile License LLC,0001565449,,0,300000,300000,0.0
108,D04015-1,AZ-015,Mohave,C1,T-Mobile License LLC,0001565449,,0,90000,90000,0.0
108,D04015-2,AZ-015,Mohave,C2,T-Mobile License LLC,0001565449,,0,90000,90000,0.0
108,D04015-3,AZ-015,Mohave,C3,T-Mobile License LLC,0001565449,,0,17000,17000,0.0
108,D04017-1,AZ-017,Navajo,C1,"Smith Bagley, Inc.",0002154706,Rural,15,334000,283900,15.0
108,D04017-2,AZ-017,Navajo,C2,T-Mobile License LLC,0001565449,,0,2070000,2070000,0.0
108,D04017-3,AZ-017,Navajo,C3,T-Mobile License LLC,0001565449,,0,596000,596000,0.0
108,D04019-1,AZ-019,Pima,C1,T-Mobile License LLC,0001565449,,0,200000,200000,0.0
108,D04019-2,AZ-019,Pima,C2,T-Mobile License LLC,0001565449,,0,200000,200000,0.0
108,D04019-3,AZ-019,Pima,C3,T-Mobile License LLC,0001565449,,0,90000,90000,0.0
108,D04021-1,AZ-021,Pinal,C1,T-Mobile License LLC,0001565449,,0,100000,100000,0.0
108,D04021-2,AZ-021,Pinal,C2,T-Mobile License LLC,0001565449,,0,148000,148000,0.0
108,D04021-3,AZ-021,Pinal,C3,T-Mobile License LLC,0001565449,,0,30000,30000,0.0
108,D04023-1,AZ-023,Santa Cruz,C1,T-Mobile License LLC,0001565449,,0,17000,17000,0.0
108,D04023-2,AZ-023,Santa Cruz,C2,T-Mobile License LLC,0001565449,,0,17000,17000,0.0
108,D04023-3,AZ-023,Santa Cruz,C3,T-Mobile License LLC,0001565449,,0,4000,4000,0.0
108,D04025-1,AZ-025,Yavapai,C1,T-Mobile License LLC,0001565449,,0,60000,60000,0.0
108,D04025-2,AZ-025,Yavapai,C2,T-Mobile License LLC,0001565449,,0,90000,90000,0.0
108,D04025-3,AZ-025,Yavapai,C3,T-Mobile License LLC,0001565449,,0,20000,20000,0.0
108,D04027-1,AZ-027,Yuma,C1,T-Mobile License LLC,0001565449,,0,75000,75000,0.0
108,D04027-2,AZ-027,Yuma,C2,T-Mobile License LLC,0001565449,,0,50000,50000,0.0
108,D04027-3,AZ-027,Yuma,C3,T-Mobile License LLC,0001565449,,0,10000,10000,0.0
108,D05001-1,AR-001,Arkansas,C1,T-Mobile License LLC,0001565449,,0,5000,5000,0.0
108,D05001-2,AR-001,Arkansas,C2,T-Mobile License LLC,0001565449,,0,5000,5000,0.0
108,D05001-3,AR-001,Arkansas,C3,T-Mobile License LLC,0001565449,,0,1000,1000,0.0
108,D05003-1,AR-003,Ashley,C1,T-Mobile License LLC,0001565449,,0,20900,20900,0.0
108,D05003-2,AR-003,Ashley,C2,T-Mobile License LLC,0001565449,,0,19000,19000,0.0
108,D05003-3,AR-003,Ashley,C3,T-Mobile License LLC,0001565449,,0,13000,13000,0.0
108,D05005-1,AR-005,Baxter,C1,T-Mobile License LLC,0001565449,,0,17000,17000,0.0
108,D05005-2,AR-005,Baxter,C2,T-Mobile License LLC,0001565449,,0,17000,17000,0.0
108,D05005-3,AR-005,Baxter,C3,T-Mobile License LLC,0001565449,,0,4000,4000,0.0
108,D05009-1,AR-009,Boone,C1,T-Mobile License LLC,0001565449,,0,10000,10000,0.0
108,D05009-2,AR-009,Boone,C2,T-Mobile License LLC,0001565449,,0,10000,10000,0.0
108,D05009-3,AR-009,Boone,C3,T-Mobile License LLC,0001565449,,0,3000,3000,0.0
108,D05011-1,AR-011,Bradley,C1,T-Mobile License LLC,0001565449,,0,3000,3000,0.0
108,D05011-2,AR-011,Bradley,C2,T-Mobile License LLC,0001565449,,0,3000,3000,0.0
108,D05011-3,AR-011,Bradley,C3,T-Mobile License LLC,0001565449,,0,1000,1000,0.0
108,D05013-1,AR-013,Calhoun,C1,T-Mobile License LLC,0001565449,,0,1000,1000,0.0
108,D05013-2,AR-013,Calhoun,C2,T-Mobile License LLC,0001565449,,0,1000,1000,0.0
108,D05013-3,AR-013,Calhoun,C3,T-Mobile License LLC,0001565449,,0,500,500,0.0
108,D05015-1,AR-015,Carroll,C1,T-Mobile License LLC,0001565449,,0,8000,8000,0.0
108,D05015-2,AR-015,Carroll,C2,T-Mobile License LLC,0001565449,,0,8000,8000,0.0
108,D05015-3,AR-015,Carroll,C3,T-Mobile License LLC,0001565449,,0,2000,2000,0.0
108,D05017-1,AR-017,Chicot,C1,T-Mobile License LLC,0001565449,,0,11000,11000,0.0
108,D05017-2,AR-017,Chicot,C2,T-Mobile License LLC,0001565449,,0,30000,30000,0.0
